company_name,salary,year,edu,job_name,pos_count,salary_lower,salary_upper,city
Company 00175,22.5,5+ years,Bachelor degree,Role 00168,4,15,30,Shanghai
Company 01563,27.5,1-3 years,Bachelor degree,Role 01575,2,25,30,Shanghai
Company 01564,26.5,3-5 years,Bachelor degree,Role 00075,5,18,35,Shanghai
Company 01565,11.5,1-3 years,Bachelor degree,Role 00075,1,8,15,Shanghai
Company 01275,20.0,5+ years,Bachelor degree,Role 00075,3,15,25,Shanghai
Company 01304,12.0,3-5 years,Bachelor degree,Role 00075,4,9,15,Shanghai
Company 01566,24.0,5+ years,Bachelor degree,Role 00562,3,18,30,Shanghai
Company 01567,17.5,3-5 years,Bachelor degree,Role 00075,1,15,20,Shanghai
Company 00402,19.0,1-3 years,Bachelor degree,Role 01526,4,16,22,Shanghai
Company 01568,17.0,3-5 years,Bachelor degree,Role 01576,6,14,20,Shanghai
Company 01569,10.5,Experience not required,Bachelor degree,Role 00075,1,8,13,Shanghai
bilibili,20.0,3-5 years,Bachelor degree,Role 00168,3,15,25,Shanghai
Company 01570,17.5,1-3 years,Bachelor degree,Role 00075,1,15,20,Shanghai
Company 01571,12.5,1-3 years,Bachelor degree,Role 00075,4,10,15,Shanghai
Company 01572,17.0,3-5 years,Bachelor degree,Role 00075,1,12,22,Shanghai
Company 01573,12.5,Experience not required,Bachelor degree,Role 00075,6,10,15,Shanghai
Company 01574,30.0,5+ years,Bachelor degree,Role 00230,4,20,40,Shanghai
Company 01575,10.0,3-5 years,Associate degree,Role 00075,2,8,12,Shanghai
Company 01576,30.0,5+ years,Bachelor degree,Role 01534,5,20,40,Shanghai
Company 01577,20.0,1-3 years,Bachelor degree,Role 00075,5,15,25,Shanghai
Company 01578,8.5,1-3 years,Associate degree,Role 00564,1,7,10,Shanghai
Company 01579,12.5,Experience not required,Bachelor degree,Role 00075,5,10,15,Shanghai
Company 01580,25.0,Experience not required,Education not specified,Role 00565,6,20,30,Shanghai
Company 00122,12.0,Experience not required,Associate degree,Role 00188,1,8,16,Shanghai
Company 01581,27.5,3-5 years,Bachelor degree,Role 00075,1,20,35,Shanghai
Company 00272,30.0,3-5 years,Bachelor degree,Role 00566,2,20,40,Shanghai
Company 01278,32.5,5+ years,Bachelor degree,Role 00567,6,25,40,Shanghai
ATA,17.5,3-5 years,Bachelor degree,Role 00075,4,15,20,Shanghai
Video++,20.0,3-5 years,Bachelor degree,Role 00075,6,15,25,Shanghai
Company 01582,22.5,3-5 years,Bachelor degree,Role 00075,4,15,30,Shanghai
Company 01532,25.0,1-3 years,Bachelor degree,Role 00568,4,20,30,Shanghai
Company 01207,37.5,3-5 years,Bachelor degree,Role 00565,2,25,50,Shanghai
Company 01583,21.0,3-5 years,Bachelor degree,Role 00075,2,17,25,Shanghai
Company 00402,21.5,3-5 years,Bachelor degree,Role 00394,6,18,25,Shanghai
Company 01584,20.0,3-5 years,Bachelor degree,Role 00075,3,15,25,Shanghai
Company 01551,22.5,3-5 years,Bachelor degree,Role 00569,1,15,30,Shanghai
SNH48,8.5,1-3 years,Bachelor degree,Role 00075,1,7,10,Shanghai
Company 01350,13.5,1-3 years,Bachelor degree,Role 00570,1,12,15,Shanghai
Company 01538,21.0,3-5 years,Associate degree,Role 00075,2,14,28,Shanghai
Company 01273,22.5,3-5 years,Bachelor degree,Role 00571,5,15,30,Shanghai
Company 01532,27.5,3-5 years,Bachelor degree,Role 01577,1,20,35,Shanghai
Company 01585,17.5,3-5 years,Bachelor degree,Role 00075,2,15,20,Shanghai
Company 01586,22.5,3-5 years,Bachelor degree,Role 00075,1,15,30,Shanghai
Company 01390,20.0,5+ years,Postgraduate,Role 00075,4,15,25,Shanghai
Company 01532,30.0,5+ years,Bachelor degree,Role 00075,6,20,40,Shanghai
Company 01129,30.0,3-5 years,Bachelor degree,Role 00573,2,20,40,Shanghai
Company 01587,26.5,1-3 years,Bachelor degree,Role 00574,6,18,35,Shanghai
Company 01588,12.5,3-5 years,Bachelor degree,Role 00075,3,10,15,Shanghai
Company 01589,16.0,Experience not required,Bachelor degree,Role 00075,5,12,20,Shanghai
Company 01590,16.0,3-5 years,Bachelor degree,Role 00075,3,12,20,Shanghai
Company 01350,30.0,3-5 years,Bachelor degree,Role 00575,5,20,40,Shanghai
Company 01591,12.5,3-5 years,Bachelor degree,Role 00075,1,10,15,Shanghai
Company 01592,27.5,3-5 years,Bachelor degree,Role 00230,4,20,35,Shanghai
Company 01532,22.5,3-5 years,Bachelor degree,Role 00075,6,15,30,Shanghai
Company 00402,20.5,3-5 years,Bachelor degree,Role 00167,5,16,25,Shanghai
Company 00402,30.0,3-5 years,Bachelor degree,Role 00576,3,20,40,Shanghai
Company 01485,20.0,3-5 years,Bachelor degree,Role 00075,1,15,25,Shanghai
Company 00272,15.5,1-3 years,Bachelor degree,Role 00577,1,11,20,Shanghai
Company 00402,22.5,3-5 years,Bachelor degree,Role 01578,3,20,25,Shanghai
Company 01282,17.5,Experience not required,Bachelor degree,Role 00075,5,15,20,Shanghai
Company 01427,17.5,1-3 years,Bachelor degree,Role 00073,5,15,20,Shanghai
Company 01593,16.0,5+ years,Bachelor degree,Role 00075,6,12,20,Shanghai
TutorABC,27.5,5+ years,Bachelor degree,Role 00075,5,20,35,Shanghai
Company 01269,30.0,5+ years,Bachelor degree,Role 00579,1,25,35,Shanghai
Company 00260,15.5,3-5 years,Bachelor degree,Role 00075,2,13,18,Shanghai
Company 00180,15.5,3-5 years,Bachelor degree,Role 00075,3,11,20,Shanghai
Company 01399,27.5,1-3 years,Bachelor degree,Role 00580,6,20,35,Shanghai
Company 01301,32.5,3-5 years,Bachelor degree,Role 00183,6,25,40,Shanghai
Company 01594,17.5,3-5 years,Bachelor degree,Role 00075,6,15,20,Shanghai
Company 01595,22.5,5+ years,Bachelor degree,Role 00230,5,15,30,Shanghai
Company 01514,20.5,5+ years,Bachelor degree,Role 00581,4,18,23,Shanghai
Company 01596,20.0,Experience not required,Bachelor degree,Role 00582,6,15,25,Shanghai
Company 01513,35.0,5+ years,Bachelor degree,Role 00094,2,25,45,Shanghai
Company 01597,22.5,5+ years,Bachelor degree,Role 00583,1,15,30,Shanghai
Company 01452,23.5,5+ years,Bachelor degree,Role 00075,4,22,25,Shanghai
Company 01598,23.0,3-5 years,Bachelor degree,Role 00075,6,16,30,Shanghai
Company 01350,22.5,3-5 years,Bachelor degree,Role 00396,1,15,30,Shanghai
Company 01264,14.5,3-5 years,Associate degree,Role 00075,3,11,18,Shanghai
Company 01587,22.5,1-3 years,Bachelor degree,Role 00073,2,15,30,Shanghai
Company 00402,22.5,5+ years,Bachelor degree,Role 00168,1,15,30,Shanghai
Company 01599,20.0,5+ years,Bachelor degree,Role 01579,4,15,25,Shanghai
Company 01600,12.5,1-3 years,Bachelor degree,Role 00075,4,10,15,Shanghai
Company 00402,20.0,3-5 years,Bachelor degree,Role 00585,2,15,25,Shanghai
Company 01090,19.5,3-5 years,Bachelor degree,Role 00075,4,15,24,Shanghai
Company 00402,20.0,3-5 years,Bachelor degree,Role 00586,5,15,25,Shanghai
Company 01601,24.0,5+ years,Bachelor degree,Role 00075,3,18,30,Shanghai
Onchain,19.0,3-5 years,Bachelor degree,Role 00075,3,13,25,Shanghai
Company 01319,35.0,5+ years,Bachelor degree,Role 00168,1,25,45,Shanghai
Company 01444,23.0,1-3 years,Postgraduate,Role 00075,4,18,28,Shanghai
Company 01278,37.5,5+ years,Bachelor degree,Role 00168,3,25,50,Shanghai
Company 01602,16.5,1-3 years,Associate degree,Role 00075,3,13,20,Shanghai
Company 01564,21.5,3-5 years,Bachelor degree,Role 00075,2,18,25,Shanghai
Company 01548,22.5,3-5 years,Bachelor degree,Role 01525,4,15,30,Shanghai
Company 01603,18.0,3-5 years,Bachelor degree,Role 00075,4,12,24,Shanghai
Company 01604,12.5,5+ years,Bachelor degree,Role 00075,2,10,15,Shanghai
Company 01605,17.5,1-3 years,Bachelor degree,Role 00075,6,15,20,Shanghai
Company 01350,32.5,3-5 years,Bachelor degree,Role 00587,5,25,40,Shanghai
Company 01361,24.0,3-5 years,Bachelor degree,Role 00075,6,20,28,Shanghai
Company 01606,12.5,3-5 years,Bachelor degree,Role 00075,6,10,15,Shanghai
Company 01286,37.5,3-5 years,Bachelor degree,Role 00588,6,25,50,Shanghai
Company 01301,37.5,3-5 years,Bachelor degree,Role 00580,2,25,50,Shanghai
Company 01290,22.5,3-5 years,Bachelor degree,Role 01580,1,15,30,Shanghai
Company 01607,17.5,3-5 years,Bachelor degree,Role 00075,6,15,20,Shanghai
Company 00402,20.0,3-5 years,Bachelor degree,Role 00590,4,15,25,Shanghai
Company 01608,12.5,3-5 years,Bachelor degree,Role 01581,6,10,15,Shanghai
Company 01609,30.0,3-5 years,Bachelor degree,Role 00168,6,25,35,Shanghai
Company 01420,22.5,5+ years,Bachelor degree,Role 00592,3,15,30,Shanghai
Company 00402,17.5,Experience not required,Bachelor degree,Role 00183,3,15,20,Shanghai
Company 01610,30.0,5+ years,Bachelor degree,Role 00168,4,20,40,Shanghai
Company 01314,21.5,5+ years,Bachelor degree,Role 00094,1,15,28,Shanghai
Company 01301,32.5,3-5 years,Bachelor degree,Role 00094,5,25,40,Shanghai
Company 01308,25.0,3-5 years,Bachelor degree,Role 00094,3,20,30,Shanghai
Company 01310,20.0,3-5 years,Bachelor degree,Role 00593,5,15,25,Shanghai
Company 01306,12.5,1-3 years,Bachelor degree,Role 00594,2,10,15,Shanghai
Company 01611,19.5,3-5 years,Bachelor degree,Role 00075,2,13,26,Shanghai
Company 01612,20.0,3-5 years,Bachelor degree,Role 00075,1,15,25,Shanghai
Company 01613,17.5,3-5 years,Bachelor degree,Role 00075,3,15,20,Shanghai
Company 01614,5.5,1-3 years,Associate degree,Role 00075,6,5,6,Shanghai
Company 01317,12.5,1-3 years,Bachelor degree,Role 00595,1,10,15,Shanghai
Company 01308,25.0,3-5 years,Bachelor degree,Role 00168,6,20,30,Shanghai
Company 01399,30.0,3-5 years,Bachelor degree,Role 00094,3,20,40,Shanghai
Gshopper,15.0,3-5 years,Bachelor degree,Role 01582,4,12,18,Shanghai
Company 01214,27.5,5+ years,Bachelor degree,Role 00075,6,20,35,Shanghai
Company 01185,20.0,3-5 years,Bachelor degree,Role 01556,3,15,25,Shanghai
Company 01615,12.5,3-5 years,Bachelor degree,Role 00075,5,10,15,Shanghai
Company 00402,17.5,1-3 years,Bachelor degree,Role 00593,2,15,20,Shanghai
Company 01318,20.0,5+ years,Bachelor degree,Role 00597,3,15,25,Shanghai
Company 01616,13.5,3-5 years,Bachelor degree,Role 00075,1,11,16,Shanghai
Company 01617,22.5,3-5 years,Associate degree,Role 01583,3,15,30,Shanghai
Company 01618,8.5,Experience not required,Bachelor degree,Role 00075,5,6,11,Shanghai
Company 01361,20.0,5+ years,Bachelor degree,Role 01569,5,15,25,Shanghai
Company 01619,20.0,5+ years,Bachelor degree,Role 00075,1,15,25,Shanghai
Company 01232,30.0,1-3 years,Postgraduate,Role 00599,3,20,40,Shanghai
Company 01620,11.5,1-3 years,Associate degree,Role 00075,1,9,14,Shanghai
Company 01621,20.0,5+ years,Bachelor degree,Role 00075,4,15,25,Shanghai
Company 01622,12.5,1-3 years,Bachelor degree,Role 00075,2,10,15,Shanghai
Company 01310,20.0,3-5 years,Bachelor degree,Role 00600,3,15,25,Shanghai
Company 01623,16.5,Experience not required,Bachelor degree,Role 00075,4,11,22,Shanghai
Company 00272,16.5,1-3 years,Bachelor degree,Role 01577,6,13,20,Shanghai
Company 00402,25.0,5+ years,Bachelor degree,Role 00601,5,20,30,Shanghai
TutorABC,37.5,5+ years,Bachelor degree,Role 00168,5,25,50,Shanghai
Company 01278,30.0,5+ years,Bachelor degree,Role 00168,4,20,40,Shanghai
Company 01624,12.5,Experience not required,Bachelor degree,Role 00075,1,10,15,Shanghai
Company 00985,21.0,3-5 years,Bachelor degree,Role 00075,6,14,28,Shanghai
Company 01276,30.0,3-5 years,Bachelor degree,Role 00168,6,20,40,Shanghai
Company 01129,37.5,3-5 years,Bachelor degree,Role 00573,6,25,50,Shanghai
Company 01625,22.5,5+ years,Bachelor degree,Role 00168,5,15,30,Shanghai
Company 01625,15.0,3-5 years,Bachelor degree,Role 00075,1,10,20,Shanghai
Company 00092,40.0,3-5 years,Bachelor degree,Role 00075,2,30,50,Shanghai
Company 01604,12.5,Experience not required,Bachelor degree,Role 00602,2,10,15,Shanghai
Company 01266,27.5,3-5 years,Bachelor degree,Role 00092,4,25,30,Shanghai
Company 01578,8.5,1-3 years,Associate degree,Role 00603,6,7,10,Shanghai
WallTech,22.5,3-5 years,Bachelor degree,Role 00075,1,20,25,Shanghai
Company 01532,22.5,1-3 years,Bachelor degree,Role 00604,2,15,30,Shanghai
Company 01626,15.0,3-5 years,Bachelor degree,Role 00075,6,12,18,Shanghai
Company 01264,12.5,3-5 years,Associate degree,Role 00075,4,10,15,Shanghai
Company 01090,27.5,5+ years,Bachelor degree,Role 00230,6,20,35,Shanghai
Company 01627,20.0,3-5 years,Bachelor degree,Role 00075,4,15,25,Shanghai
Company 01591,25.0,3-5 years,Bachelor degree,Role 00167,3,20,30,Shanghai
Company 01628,15.5,5+ years,Bachelor degree,Role 00075,3,11,20,Shanghai
Company 01532,30.0,5+ years,Bachelor degree,Role 01525,1,20,40,Shanghai
Company 01629,18.0,1-3 years,Associate degree,Role 00605,1,12,24,Shanghai
Company 00995,12.5,5+ years,Bachelor degree,Role 00075,4,10,15,Shanghai
Company 01415,22.5,5+ years,Bachelor degree,Role 00606,4,15,30,Shanghai
Company 01630,22.5,3-5 years,Bachelor degree,Role 00075,3,15,30,Shanghai
Company 01631,16.5,3-5 years,Bachelor degree,Role 00075,2,15,18,Shanghai
Company 01632,12.5,Experience not required,Bachelor degree,Role 00607,5,10,15,Shanghai
Company 00995,11.0,Less than 1 year,Bachelor degree,Role 00075,6,9,13,Shanghai
Company 01633,30.0,5+ years,Bachelor degree,Role 00075,5,25,35,Shanghai
Company 01298,45.0,5+ years,Bachelor degree,Role 00608,5,30,60,Shanghai
Company 01634,20.0,5+ years,Bachelor degree,Role 00075,5,15,25,Shanghai
Company 01635,20.0,3-5 years,Associate degree,Role 00075,2,15,25,Shanghai
Company 01636,16.0,3-5 years,Associate degree,Role 00075,5,12,20,Shanghai
Company 00089,37.5,3-5 years,Bachelor degree,python,6,25,50,Shenzhen
Company 00089,25.0,3-5 years,Bachelor degree,python,3,20,30,Shenzhen
Company 00706,10.5,1-3 years,Bachelor degree,python,5,7,14,Shenzhen
Company 00005,15.5,3-5 years,Bachelor degree,python,3,11,20,Shenzhen
Company 00005,19.5,3-5 years,Bachelor degree,pythonDeveloper,3,13,26,Shenzhen
Company 00137,15.0,3-5 years,Bachelor degree,python,5,13,17,Shenzhen
Company 00740,10.5,1-3 years,Bachelor degree,python,3,8,13,Shenzhen
Company 01637,12.5,1-3 years,Associate degree,pythonEngineer,6,10,15,Shenzhen
Company 01638,10.5,Less than 1 year,Bachelor degree,python,3,10,11,Shenzhen
Company 01639,12.0,1-3 years,Bachelor degree,python,4,8,16,Shenzhen
Company 00137,12.5,3-5 years,Bachelor degree,pythonDeveloper,3,10,15,Shenzhen
Company 01292,10.5,1-3 years,Bachelor degree,Python Developer,5,8,13,Shenzhen
Company 00137,11.5,3-5 years,Bachelor degree,pythonEngineer,4,10,13,Shenzhen
Company 01640,18.0,1-3 years,Bachelor degree,pythonEngineer,5,12,24,Shenzhen
Company 01640,22.5,1-3 years,Bachelor degree,Senior pythonEngineer,1,15,30,Shenzhen
Company 01641,20.0,1-3 years,Bachelor degree,pythonEngineer,3,15,25,Shenzhen
Company 01642,22.5,5+ years,Bachelor degree,Senior pythonEngineer,6,15,30,Shenzhen
Company 01643,15.0,1-3 years,Bachelor degree,Python Developer,3,12,18,Shenzhen
Company 00835,40.0,3-5 years,Bachelor degree,pythonAI Instructor,5,30,50,Shenzhen
Company 01108,12.0,Less than 1 year,Bachelor degree,Python Developer,2,9,15,Shenzhen
Company 01644,21.0,Experience not required,Education not specified,python,1,15,27,Shenzhen
Company 01645,12.5,3-5 years,Associate degree,pythonBackend,6,10,15,Shenzhen
Company 01640,27.5,3-5 years,Bachelor degree,Senior pythonEngineer,4,20,35,Shenzhen
Company 01646,20.5,3-5 years,Bachelor degree,python,3,16,25,Shenzhen
Company 01647,18.0,5+ years,Bachelor degree,pythonEngineer,1,12,24,Shenzhen
Company 01648,17.5,3-5 years,Bachelor degree,Senior pythonEngineer,1,15,20,Shenzhen
Company 01649,22.5,3-5 years,Associate degree,Python Developer,1,15,30,Shenzhen
Company 00610,22.5,3-5 years,Bachelor degree,Operations Developer (java/python),3,15,30,Shenzhen
Company 01650,15.5,3-5 years,Bachelor degree,python,2,13,18,Shenzhen
Company 01651,12.5,3-5 years,Bachelor degree,pythonDeveloper,3,10,15,Shenzhen
Company 01161,45.0,5+ years,Associate degree,Python Developer,4,30,60,Shenzhen
AKULAKU,22.5,3-5 years,Bachelor degree,Python Developer,4,15,30,Shenzhen
Company 01652,10.5,1-3 years,Bachelor degree,pythonEngineer,3,8,13,Shenzhen
Company 00137,15.0,3-5 years,Bachelor degree,pythonDeveloper Engineer,1,12,18,Shenzhen
XtalPi,15.5,1-3 years,Bachelor degree,pythonBackend Engineer,2,11,20,Shenzhen
Company 00180,12.5,3-5 years,Bachelor degree,pythonEngineer,3,10,15,Shenzhen
Company 00089,30.0,5+ years,Bachelor degree,Senior Operations Developer Engineer (python),4,20,40,Shenzhen
Company 00117,15.5,3-5 years,Bachelor degree,pythonDeveloper Engineer,5,11,20,Shenzhen
TP-LINK,12.5,Experience not required,Education not specified,Python Developer,2,10,15,Shenzhen
Company 01653,22.5,Experience not required,Bachelor degree,pythonBackend Developer Engineer,5,20,25,Shenzhen
Shopee,12.5,Experience not required,Bachelor degree,pythonData Engineer,4,10,15,Shenzhen
Company 01108,12.0,Less than 1 year,Bachelor degree,Python Developer,2,10,14,Shenzhen
Company 01654,12.5,1-3 years,Bachelor degree,python,4,10,15,Shenzhen
Company 01640,15.5,1-3 years,Bachelor degree,pythonEngineer,2,11,20,Shenzhen
Company 01650,15.0,3-5 years,Bachelor degree,pythonDeveloper Engineer,5,12,18,Shenzhen
Company 01655,20.0,3-5 years,Bachelor degree,pythonDeveloper,4,15,25,Shenzhen
Company 01656,8.0,1-3 years,Associate degree,pythonBackend Developer,6,6,10,Shenzhen
Company 01657,12.5,1-3 years,Bachelor degree,pythonDeveloper Engineer,3,10,15,Shenzhen
Company 01658,12.5,Less than 1 year,Bachelor degree,python,2,10,15,Shenzhen
Salezoom,30.0,5+ years,Bachelor degree,python Senior Engineer,4,25,35,Shenzhen
Company 01659,14.0,3-5 years,Bachelor degree,pythonDeveloper Engineer,2,12,16,Shenzhen
Company 01651,12.5,3-5 years,Bachelor degree,Python Developer,3,10,15,Shenzhen
AKULAKU,23.0,3-5 years,Bachelor degree,Python Developer,5,16,30,Shenzhen
Company 01660,12.5,1-3 years,Associate degree,pythonInstructor,1,10,15,Shenzhen
Company 01292,12.5,1-3 years,Bachelor degree,pythonDeveloper,4,10,15,Shenzhen
Company 01661,22.5,3-5 years,Bachelor degree,Python Developer,6,15,30,Shenzhen
Company 00610,21.5,3-5 years,Bachelor degree,Python Developer,2,15,28,Shenzhen
Company 01662,20.0,Experience not required,Bachelor degree,pythonDeveloper Engineer,5,15,25,Shenzhen
Company 01663,17.5,3-5 years,Bachelor degree,pythonDeveloper Engineer,5,15,20,Shenzhen
Company 01664,22.5,3-5 years,Bachelor degree,python,4,15,30,Shenzhen
Company 01663,16.0,3-5 years,Bachelor degree,pythonDeveloper Engineer (erp),5,12,20,Shenzhen
Company 00117,19.5,3-5 years,Bachelor degree,pythonDeveloper Engineer,3,13,26,Shenzhen
Company 01509,22.5,3-5 years,Bachelor degree,pythonDeveloper,5,15,30,Shenzhen
Company 00089,30.0,5+ years,Bachelor degree,Python Developer,2,20,40,Shenzhen
Company 01665,16.5,3-5 years,Associate degree,pythonDeveloper,1,11,22,Shenzhen
Company 01666,12.5,1-3 years,Bachelor degree,pythonData Engineer,6,10,15,Shenzhen
Company 00005,15.0,1-3 years,Bachelor degree,Python Developer,3,10,20,Shenzhen
Company 01108,10.5,Experience not required,Bachelor degree,Python Developer,6,8,13,Shenzhen
Company 01667,25.0,5+ years,Bachelor degree,pythonDeveloper Engineer,1,20,30,Shenzhen
Company 01292,12.5,1-3 years,Bachelor degree,pythonEngineer,5,10,15,Shenzhen
Bello,30.0,3-5 years,Bachelor degree,pythonDeveloper Engineer,5,20,40,Shenzhen
Company 01668,19.0,1-3 years,Bachelor degree,python,1,13,25,Shenzhen
Company 01669,16.5,3-5 years,Bachelor degree,python Engineer,3,13,20,Shenzhen
Company 00013,26.0,3-5 years,Bachelor degree,Python Developer,4,22,30,Shenzhen
Company 01670,11.0,1-3 years,Bachelor degree,pythonDeveloper Engineer,1,9,13,Shenzhen
Company 01671,10.0,1-3 years,Bachelor degree,python,2,8,12,Shenzhen
Company 01672,17.0,3-5 years,Bachelor degree,pythonDeveloper Engineer,3,14,20,Shenzhen
Company 01673,35.0,5+ years,Bachelor degree,pythonDeveloper Senior Engineer,5,25,45,Shenzhen
vivo,30.0,5+ years,Bachelor degree,pythonDeveloper Engineer,2,20,40,Shenzhen
Company 01108,11.0,Experience not required,Bachelor degree,Python Developer,1,9,13,Shenzhen
Company 01674,22.5,3-5 years,Bachelor degree,Python Developer,6,15,30,Shenzhen
Company 00089,30.0,5+ years,Bachelor degree,Senior pythonDeveloper Engineer,6,20,40,Shenzhen
Company 01675,15.5,3-5 years,Bachelor degree,pythonDeveloper Engineer,6,11,20,Shenzhen
AKULAKU,22.5,1-3 years,Bachelor degree,Python Developer,4,15,30,Shenzhen
Company 00685,30.0,5+ years,Bachelor degree,Python Developer,6,25,35,Shenzhen
Company 01676,20.0,3-5 years,Bachelor degree,pythonDeveloper Engineer,3,15,25,Shenzhen
Company 01677,15.0,3-5 years,Associate degree,Python Developer,1,10,20,Shenzhen
Company 01298,22.5,3-5 years,Bachelor degree,pythonOperations Developer Engineer,3,15,30,Shenzhen
Company 01678,12.5,1-3 years,Bachelor degree,pythonDeveloper Engineer,1,10,15,Shenzhen
OPPO,30.0,Experience not required,Bachelor degree,Python Developer,2,20,40,Shenzhen
Company 00005,16.5,3-5 years,Bachelor degree,pythonDeveloper Engineer,4,11,22,Shenzhen
Company 01679,22.5,Experience not required,Bachelor degree,pythonEngineer,6,15,30,Shenzhen
Company 01680,16.5,3-5 years,Bachelor degree,pythonDeveloper,2,13,20,Shenzhen
Company 00091,8.5,1-3 years,Bachelor degree,pythonDeveloper Engineer,6,7,10,Shenzhen
Company 01672,23.0,5+ years,Bachelor degree,pythonDeveloper Engineer,2,18,28,Shenzhen
Company 01298,22.5,5+ years,Bachelor degree,pythonDeveloper Engineer,3,15,30,Shenzhen
Company 01681,18.0,Experience not required,Bachelor degree,pythonDeveloper Engineer,1,12,24,Shenzhen
Company 01682,19.0,1-3 years,Bachelor degree,pythonDeveloper Engineer,4,13,25,Shenzhen
Company 01406,22.5,3-5 years,Bachelor degree,pythonBackend Developer Engineer,4,15,30,Shenzhen
Company 01674,30.0,5+ years,Bachelor degree,Python Developer,3,20,40,Shenzhen
ICGOO,11.5,1-3 years,Bachelor degree,pythonBackend Developer Engineer,5,9,14,Shenzhen
Company 01683,9.5,1-3 years,Bachelor degree,pythonEngineer,6,7,12,Shenzhen
Company 01684,13.5,1-3 years,Bachelor degree,pythonBackend Engineer,2,12,15,Shenzhen
Company 01685,21.0,Experience not required,Bachelor degree,Python Developer,1,14,28,Shenzhen
Company 01641,24.0,1-3 years,Bachelor degree,Python Developer,4,18,30,Shenzhen
Company 01686,7.0,Less than 1 year,Bachelor degree,pythonProgrammer,5,5,9,Shenzhen
Company 01687,30.0,5+ years,Bachelor degree,Python Developer,4,20,40,Shenzhen
Company 01688,18.0,3-5 years,Bachelor degree,pythonEngineer,6,12,24,Shenzhen
Company 01689,10.5,Experience not required,Bachelor degree,pythonEngineer,1,8,13,Shenzhen
Company 01690,19.0,3-5 years,Bachelor degree,pythonDeveloper Engineer,6,13,25,Shenzhen
Company 01691,32.5,3-5 years,Bachelor degree,Python Developer,2,25,40,Shenzhen
Company 01692,22.5,3-5 years,Bachelor degree,Python Developer,3,15,30,Shenzhen
Company 01693,20.0,3-5 years,Bachelor degree,pythonBackend Engineer,2,15,25,Shenzhen
Company 01694,21.0,Experience not required,Bachelor degree,Python Developer,6,14,28,Shenzhen
Company 01695,8.5,1-3 years,Associate degree,Python Developer,4,6,11,Shenzhen
Company 01696,25.0,3-5 years,Bachelor degree,Backend Developer Engineer (python),1,20,30,Shenzhen
Company 01697,20.0,1-3 years,Bachelor degree,Python Developer,6,15,25,Shenzhen
SenseTime,30.0,Experience not required,Bachelor degree,Senior pythonDeveloper Engineer,2,25,35,Shenzhen
Company 01698,12.5,1-3 years,Bachelor degree,Python Developer,2,10,15,Shenzhen
Company 01699,13.5,1-3 years,Bachelor degree,pythonDeveloper Engineer,5,12,15,Shenzhen
XtalPi,15.5,1-3 years,Bachelor degree,pythonDeveloper Engineer,2,11,20,Shenzhen
Company 01700,17.5,1-3 years,Bachelor degree,pythonSenior Engineer,6,15,20,Shenzhen
Company 01701,9.0,1-3 years,Bachelor degree,pythonCrawler Engineer,2,6,12,Shenzhen
Company 01650,14.5,3-5 years,Bachelor degree,pythonDeveloper Engineer,5,11,18,Shenzhen
Company 01702,22.5,1-3 years,Bachelor degree,pythonEngineer,5,15,30,Shenzhen
Company 01703,30.0,5+ years,Bachelor degree,pythonSpecialist,4,20,40,Shenzhen
Company 01704,16.5,Experience not required,Bachelor degree,pythonDeveloper Engineer,3,11,22,Shenzhen
Company 01705,22.5,Experience not required,Bachelor degree,Python Developer,1,15,30,Shenzhen
Company 01706,13.5,1-3 years,Bachelor degree,Algorithm Engineer (python),6,12,15,Shenzhen
Company 01707,8.5,Less than 1 year,Bachelor degree,Python Developer,2,6,11,Shenzhen
Company 01708,17.5,1-3 years,Bachelor degree,pythonDeveloper Engineer,3,15,20,Shenzhen
Bello,22.5,3-5 years,Bachelor degree,pythonDeveloper Engineer,6,15,30,Shenzhen
Company 01108,11.5,Experience not required,Bachelor degree,Python Developer,1,9,14,Shenzhen
Company 01674,22.5,3-5 years,Bachelor degree,pythonCrawler Engineer,6,15,30,Shenzhen
Company 01709,22.5,3-5 years,Bachelor degree,pythonSenior Developer Engineer,4,15,30,Shenzhen
Company 01655,19.5,3-5 years,Bachelor degree,pythonDeveloper Engineer,5,13,26,Shenzhen
Company 01697,23.0,3-5 years,Bachelor degree,pythonDeveloper Engineer,6,16,30,Shenzhen
Company 01710,20.0,3-5 years,Bachelor degree,pythonDeveloper Engineer,3,15,25,Shenzhen
Company 01711,16.0,1-3 years,Associate degree,pythonEngineer,3,12,20,Shenzhen
Company 01696,26.5,5+ years,Bachelor degree,pythonDeveloper Engineer,3,23,30,Shenzhen
Company 01712,20.0,3-5 years,Bachelor degree,pythonEngineer,4,15,25,Shenzhen
Company 01713,11.5,Experience not required,Bachelor degree,Python Developer,3,9,14,Shenzhen
Company 01714,20.0,3-5 years,Bachelor degree,pythonDeveloper Engineer,3,15,25,Shenzhen
Company 01715,9.5,1-3 years,Education not specified,pythonDeveloper Engineer (Crawler),1,7,12,Shenzhen
Company 01108,11.0,Less than 1 year,Bachelor degree,Python Developer,3,9,13,Shenzhen
Company 01651,12.5,3-5 years,Associate degree,pythonDeveloper Engineer,2,10,15,Shenzhen
SmartX,30.0,Experience not required,Bachelor degree,Python Developer,6,20,40,Shenzhen
Company 01679,15.0,Experience not required,Bachelor degree,pythonDeveloper Engineer,3,10,20,Shenzhen
